tweet_id,timestamp,source,text,name,dog_stage,rating_numerator,rating_denominator,rating,short_url
880221127280381952,2017-06-29 00:27:25+00:00,iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well,Jesse,None,12,10,1.2,https://t.co/fUod0tVmvK
880095782870896641,2017-06-28 16:09:20+00:00,iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10,None,None,11,10,1.1,https://t.co/HauE8M3Bu4
879862464715927552,2017-06-28 00:42:13+00:00,iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10,Romeo,None,13,10,1.3,https://t.co/Qh5aEkRQm9
879492040517615616,2017-06-27 00:10:17+00:00,iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10,Bailey,None,12,10,1.2,https://t.co/IxM9IMKQq8
879415818425184262,2017-06-26 19:07:24+00:00,iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici),Duddles,None,13,10,1.3,https://t.co/UDT7ZkcTgY
879376492567855104,2017-06-26 16:31:08+00:00,iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by,Jack,None,12,10,1.2,https://t.co/0gOi601EAa
879050749262655488,2017-06-25 18:56:45+00:00,iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet,Steven,None,11,10,1.1,https://t.co/2mJCDEJWdD
879008229531029506,2017-06-25 16:07:47+00:00,iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs,Beau,None,13,10,1.3,https://t.co/YDtpCjIPKN
878776093423087618,2017-06-25 00:45:22+00:00,iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth,Snoopy,puppo,13,10,1.3,https://t.co/lNZwgNO4gS
878604707211726852,2017-06-24 13:24:20+00:00,iPhone,Martha is stunning how h*ckin dare you. 13/10,None,None,13,10,1.3,https://t.co/9uABQXgjwa
878281511006478336,2017-06-23 16:00:04+00:00,iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY",Shadow,None,13,10,1.3,https://t.co/lUiQH219v6
878057613040115712,2017-06-23 01:10:23+00:00,iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved,Emmy,None,14,10,1.4,https://t.co/cwtWnHMVpe
877736472329191424,2017-06-22 03:54:17+00:00,iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again,Aja,None,13,10,1.3,https://t.co/lsPyyAiF1r
877556246731214848,2017-06-21 15:58:08+00:00,iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options,Penny,None,12,10,1.2,https://t.co/OYdDlfOGXP
877316821321428993,2017-06-21 00:06:44+00:00,iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy",Dante,None,13,10,1.3,https://t.co/SHRTIo5pxc
877201837425926144,2017-06-20 16:29:50+00:00,iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop,Nelly,None,12,10,1.2,https://t.co/4g4cfj3P4Y
876838120628539392,2017-06-19 16:24:33+00:00,iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately,Ginger,pupper,12,10,1.2,https://t.co/j211oCDRs6
876537666061221889,2017-06-18 20:30:39+00:00,iPhone,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all,None,None,14,10,1.4,https://t.co/8yoc1CNTsu
876484053909872640,2017-06-18 16:57:37+00:00,iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy,Benedict,None,13,10,1.3,https://t.co/26BXueUgbs
876120275196170240,2017-06-17 16:52:05+00:00,iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite",Venti,None,13,10,1.3,https://t.co/ejExJFq3ek
875747767867523072,2017-06-16 16:11:53+00:00,iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl",Goose,None,13,10,1.3,https://t.co/V2WlACRJCN
875144289856114688,2017-06-15 00:13:52+00:00,iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene,Nugget,None,13,10,1.3,https://t.co/ogith9ejNj
875097192612077568,2017-06-14 21:06:43+00:00,iPhone,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone,None,None,13,10,1.3,https://t.co/PFp4MghzBW
875021211251597312,2017-06-14 16:04:48+00:00,iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck,None,None,12,10,1.2,https://t.co/brCQoqc8AW
874680097055178752,2017-06-13 17:29:20+00:00,iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly,Cash,None,12,10,1.2,https://t.co/lZhtizkURD
874296783580663808,2017-06-12 16:06:11+00:00,iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract,Jed,pupper,13,10,1.3,https://t.co/0YplNnSMEm
874057562936811520,2017-06-12 00:15:36+00:00,iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10",None,None,12,10,1.2,https://t.co/pwY9PQhtP2
874012996292530176,2017-06-11 21:18:31+00:00,iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo",Sebastian,puppo,13,10,1.3,https://t.co/XBE0evJZ6V
873580283840344065,2017-06-10 16:39:04+00:00,iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly",None,None,13,10,1.3,https://t.co/mNuMH9400n
873213775632977920,2017-06-09 16:22:42+00:00,iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD",Sierra,pupper,12,10,1.2,https://t.co/V5lkvrGLdQ
872967104147763200,2017-06-09 00:02:31+00:00,iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo,None,doggo,12,10,1.2,https://t.co/EMYIdoblMR
872820683541237760,2017-06-08 14:20:41+00:00,iPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10",None,None,13,10,1.3,https://t.co/17FVMl4VZ5
872620804844003328,2017-06-08 01:06:27+00:00,iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love...,Monkey,None,13,10,1.3,https://t.co/lUcpnZDPz9
872486979161796608,2017-06-07 16:14:40+00:00,iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10,None,None,12,10,1.2,https://t.co/BZHiKx3FpQ
872261713294495745,2017-06-07 01:19:32+00:00,iPhone,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck,Harry,None,13,10,1.3,https://t.co/ejHvGDfWoa
872122724285648897,2017-06-06 16:07:15+00:00,iPhone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on,Kody,None,12,10,1.2,https://t.co/PKSpmiefwN
871879754684805121,2017-06-06 00:01:46+00:00,iPhone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10,Lassie,None,13,10,1.3,https://t.co/uK6PNyeh9w
871762521631449091,2017-06-05 16:15:56+00:00,iPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10,Rover,pupper,12,10,1.2,https://t.co/AiVljI6QCg
871515927908634625,2017-06-04 23:56:03+00:00,iPhone,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo,Napolean,doggo,12,10,1.2,https://t.co/PR7B7w1rUw
871102520638267392,2017-06-03 20:33:19+00:00,iPhone,Never doubt a doggo 14/10,None,doggo,14,10,1.4,https://t.co/AbBLh2FZCH
871032628920680449,2017-06-03 15:55:36+00:00,iPhone,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking",Boomer,None,13,10,1.3,https://t.co/noNpY2Laoo
870804317367881728,2017-06-03 00:48:22+00:00,iPhone,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10,None,None,11,10,1.1,https://t.co/GCD1JccCyi
870656317836468226,2017-06-02 15:00:16+00:00,iPhone,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV",Cody,None,13,10,1.3,https://t.co/42ryYRQ2Q4
870374049280663552,2017-06-01 20:18:38+00:00,iPhone,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10,Zoey,None,13,10,1.3,https://t.co/T1xlgaPujm
870308999962521604,2017-06-01 16:00:09+00:00,iPhone,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking",Rumble,None,13,10,1.3,https://t.co/MVQCzrF1g9
870063196459192321,2017-05-31 23:43:25+00:00,iPhone,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride,Clifford,None,14,10,1.4,https://t.co/apVOyDgOju
869772420881756160,2017-05-31 04:27:59+00:00,iPhone,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly",Dewey,None,13,10,1.3,https://t.co/HciEaJkC4D
869702957897576449,2017-05-30 23:51:58+00:00,iPhone,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley,Stanley,None,13,10,1.3,https://t.co/vmCu3PFCQq
869596645499047938,2017-05-30 16:49:31+00:00,iPhone,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for,Scout,doggo,12,10,1.2,https://t.co/DsA2hwXAJo
869227993411051520,2017-05-29 16:24:37+00:00,iPhone,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well,Gizmo,None,13,10,1.3,https://t.co/IoR3n1fiiQ
868880397819494401,2017-05-28 17:23:24+00:00,iPhone,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter,Walter,None,14,10,1.4,https://t.co/r28jFx9uyF
868622495443632128,2017-05-28 00:18:35+00:00,iPhone,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways,None,None,13,10,1.3,https://t.co/yeaH8Ej5eM
868552278524837888,2017-05-27 19:39:34+00:00,iPhone,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f",Cooper,None,12,10,1.2,https://t.co/7RyeXTYLNi
867900495410671616,2017-05-26 00:29:37+00:00,iPhone,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10",None,None,12,10,1.2,https://t.co/JMhDNv5wXZ
867774946302451713,2017-05-25 16:10:44+00:00,iPhone,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold,Harold,None,13,10,1.3,https://t.co/ZYg3NZGICa
867421006826221569,2017-05-24 16:44:18+00:00,iPhone,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo,Shikha,puppo,12,10,1.2,https://t.co/XZlZKd73go
867051520902168576,2017-05-23 16:16:06+00:00,iPhone,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10",None,None,13,10,1.3,https://t.co/M5Rz0R8SIQ
866720684873056260,2017-05-22 18:21:28+00:00,iPhone,He was providing for his family 13/10 how dare you,None,None,13,10,1.3,https://t.co/Q8mVwWN3f4
866686824827068416,2017-05-22 16:06:55+00:00,iPhone,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely,Lili,None,12,10,1.2,https://t.co/9b9J46E86Z
866450705531457537,2017-05-22 00:28:40+00:00,iPhone,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender",Jamesy,pupper,13,10,1.3,https://t.co/wk7TfysWHr
866334964761202691,2017-05-21 16:48:45+00:00,iPhone,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly,Coco,None,12,10,1.2,https://t.co/W86h5dgR6c
865718153858494464,2017-05-19 23:57:46+00:00,iPhone,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy",Boomer,None,13,10,1.3,https://t.co/pozUoHLkGg
865359393868664832,2017-05-19 00:12:11+00:00,iPhone,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10,Sammy,None,13,10,1.3,https://t.co/g20EmqK7vc
865006731092295680,2017-05-18 00:50:50+00:00,iPhone,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase,Nelly,None,13,10,1.3,https://t.co/LbkG5CiM7o
864873206498414592,2017-05-17 16:00:15+00:00,iPhone,We only rate dogs. Please don't send in Jesus. We're trying to remain professional and legitimate. Thank you... 14/10,None,None,14,10,1.4,https://t.co/wr3xsjeCIR
864279568663928832,2017-05-16 00:41:21+00:00,iPhone,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball,Meatball,None,12,10,1.2,https://t.co/S2HdmFFPck
864197398364647424,2017-05-15 19:14:50+00:00,iPhone,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well,Paisley,None,13,10,1.3,https://t.co/cPq9fYvkzr
863907417377173506,2017-05-15 00:02:33+00:00,iPhone,This is Albus. He's quite impressive at hide and seek. Knows he's been found this time. 13/10 usually elusive as h*ck,Albus,None,13,10,1.3,https://t.co/ht47njyZ64
863553081350529029,2017-05-14 00:34:33+00:00,iPhone,This is Neptune. He's a backpup vocalist for the Dixie Chicks. 13/10 (vid by @AmiWinehouse),Neptune,None,13,10,1.3,https://t.co/tordvmaaop
863432100342583297,2017-05-13 16:33:49+00:00,iPhone,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything to cheer pup,Belle,None,12,10,1.2,https://t.co/fGQUzR8w3H
863062471531167744,2017-05-12 16:05:02+00:00,iPhone,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

https://t.co/MOBkQnyHib",Quinn,None,13,10,1.3,https://t.co/EsOB4rLEKt
862831371563274240,2017-05-12 00:46:44+00:00,iPhone,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey",Zooey,None,13,10,1.3,https://t.co/ixOFQ1tfqE
